"name","latitude","longitude","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","precip","preciptype","snow","snowdepth","cloudcover","conditions","description","city","country","id","location","temp_diff_max","temp_diff_min","temp_diff"
"Ljubljana, Slovenija",46.051,14.503,"1974-12-25",8.6,-1.9,3.9,8.6,-1.9,3.1,0,"",,0,80,"Partially cloudy","Partly cloudy throughout the day.","Ljubljana","Slovenia",43,"Ljubljana, Slovenia",4.7,5.8,1.1
"Zagreb, Hrvatska",45.807,15.968,"1974-12-25",4.1,-2.9,1.1,4.1,-2.9,0.8,,"",,0,84,"Partially cloudy","Partly cloudy throughout the day.","Zagreb","Croatia",35,"Zagreb, Croatia",3,4,1
"Montréal, QC, Canada",45.512,-73.555,"1974-12-25",-5.9,-15.9,-10.6,-11.2,-21.9,-17.6,,"",,,77.5,"Partially cloudy","Partly cloudy throughout the day.","Montréal","Canada",51,"Montréal, Canada",4.7,5.3,0.600000000000001
"Portland, OR, United States",45.512,-122.676,"1974-12-25",6.2,2.8,4.1,5.7,-0.9,2.4,0.294,"rain",,0,100,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","Portland (OR)","USA",69,"Portland (OR), USA",2.1,1.3,0.800000000000001
"Ottawa, ON, Canada",45.422,-75.691,"1974-12-25",-5.9,-12.6,-8.2,-10.1,-20.4,-14.4,,"",,7.8,63.5,"Partially cloudy","Partly cloudy throughout the day.","Ottawa","Canada",54,"Ottawa, Canada",2.3,4.4,2.1
"Београд, Централна Србија, Србија",44.813,20.463,"1974-12-25",0.1,-5.9,-2.9,0.1,-7.2,-3.5,0,"",,0,78.2,"Partially cloudy","Partly cloudy throughout the day.","Belgrade","Serbia",21,"Belgrade, Serbia",3,3,4.44089209850063e-16
"București, România",44.434,26.103,"1974-12-25",-0.9,-1.9,-1.3,-1,-7.3,-4.9,0,"",,0,100,"Overcast","Cloudy skies throughout the day.","Bucharest","Romania",14,"Bucharest, Romania",0.4,0.6,0.2
"Sarajevo, Federacija Bosne i Hercegovine, Bosna i Hercegovina",43.859,18.436,"1974-12-25",-1.9,-10.9,-6.4,-1.9,-10.9,-6.7,,"",,3,82,"Partially cloudy","Partly cloudy throughout the day.","Sarajevo","Bosnia and Herzegovina",42,"Sarajevo, Bosnia and Herzegovina",4.5,4.5,0
"Toronto, ON, Canada",43.649,-79.385,"1974-12-25",1.1,-3.8,-0.3,-0.4,-8.6,-4.9,3.3,"rain,snow",,4,86.3,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow clearing later.","Toronto","Canada",50,"Toronto, Canada",1.4,3.5,2.1
"Bishkek, Kyrgyzstan",42.884,74.603,"1974-12-25",1.1,-4.9,-1.7,-0.9,-7,-3.6,0,"",,,94.3,"Overcast","Cloudy skies throughout the day.","Bishkek","Kyrgyzstan",27,"Bishkek, Kyrgyzstan",2.8,3.2,0.4
"София, България",42.697,23.324,"1974-12-25",-3.9,-11.9,-8.4,-3.9,-11.9,-8.4,0,"",,,4.3,"Clear","Clear conditions throughout the day.","Sofia","Bulgaria",18,"Sofia, Bulgaria",4.5,3.5,1
"Prishtinë, Kosovë",42.672,21.162,"1974-12-25",-2.9,-5.9,-4.3,-2.9,-5.9,-4.3,,"",,0,,"Clear","Partly cloudy throughout the day.","Pristina","Kosovo",44,"Pristina, Kosovo",1.4,1.6,0.200000000000001
"Podgorica, Crna Gora",42.435,19.264,"1974-12-25",9.1,-1.9,2.5,9.1,-2.4,2.2,0,"",,0,32.8,"Partially cloudy","Partly cloudy throughout the day.","Podgorica","Montenegro",45,"Podgorica, Montenegro",6.6,4.4,2.2
"Boston, MA, United States",42.359,-71.057,"1974-12-25",2.9,-1.6,0.7,-0.8,-7.1,-3,12,"rain,snow",,0,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Boston (MA)","USA",68,"Boston (MA), USA",2.2,2.3,0.0999999999999996
"Detroit, MI, United States",42.332,-83.048,"1974-12-25",1,-2.4,-0.9,0.6,-8.3,-5.8,0.44,"rain,snow",,8,75.2,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with early morning snow or rain.","Detroit (MI)","USA",71,"Detroit (MI), USA",1.9,1.5,0.4
"Скопје, Северна Македонија",41.995,21.43,"1974-12-25",2.1,-6.9,-3.6,2.1,-6.9,-3.6,0,"",,0,11.4,"Clear","Clear conditions throughout the day.","Skopje","Macedonia",38,"Skopje, Macedonia",5.7,3.3,2.4
"Chicago, IL, United States",41.884,-87.632,"1974-12-25",-5.1,-10.1,-7.3,-11.6,-16.4,-13.7,0,"",,3,60.8,"Partially cloudy","Partly cloudy throughout the day.","Chicago (IL)","USA",58,"Chicago (IL), USA",2.2,2.8,0.6
"თბილისი, Georgia",41.709,44.796,"1974-12-25",7.7,-2,2.3,3.3,-4.7,-0.6,0.012,"rain",,0,65.4,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Tbilisi","Georgia",26,"Tbilisi, Georgia",5.4,4.3,1.1
"Toshkent, O'zbekiston",41.326,69.241,"1974-12-25",9.1,2.1,4.6,8.1,0,3.2,0,"",,0,93.8,"Overcast","Cloudy skies throughout the day.","Tashkent","Uzbekistan",11,"Tashkent, Uzbekistan",4.5,2.5,2
"Tiranë, Shqipëria",41.322,19.825,"1974-12-25",,,,,,,,"",,,,"","","Tirana","Albania",41,"Tirana, Albania",,,
"New York, NY, United States",40.715,-74.007,"1974-12-25",4.6,1.7,3.1,2.5,-3.9,-0.7,3.593,"rain,snow",,0,87.2,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow in the morning and afternoon.","New York (NY)","USA",57,"New York (NY), USA",1.5,1.4,0.0999999999999994
"Երևան, Հայաստան",40.179,44.513,"1974-12-25",0.8,-2,-0.9,0.8,-2,-0.9,,"",,0,91.1,"Overcast","Cloudy skies throughout the day.","Yerevan","Armenia",28,"Yerevan, Armenia",1.7,1.1,0.6
"Columbus, OH, United States",39.962,-83.003,"1974-12-25",5.4,-3.3,0,1.9,-9.3,-5.4,4,"rain,snow",,0,99.8,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow clearing later.","Columbus (OH)","USA",60,"Columbus (OH), USA",5.4,3.3,2.1
"Philadelphia, PA, United States",39.952,-75.162,"1974-12-25",7.5,1.1,5.4,6.9,-3.6,2.6,3.544,"rain",,0,88.3,"Rain, Partially cloudy","Partly cloudy throughout the day with rain in the morning and afternoon.","Philadelphia (PA)","USA",59,"Philadelphia (PA), USA",2.1,4.3,2.2
"Ankara, Türkiye",39.921,32.854,"1974-12-25",0.1,-1.7,-0.7,-1.7,-4.3,-2.9,0,"",,,100,"Overcast","Cloudy skies throughout the day.","Ankara","Turkey",6,"Ankara, Turkey",0.8,1,0.2
"中国北京",39.907,116.388,"1974-12-25",3.1,-8.9,-4.3,3.1,-14.9,-5.6,0,"",,,0,"Clear","Clear conditions throughout the day.","Beijing","China",2,"Beijing, China",7.4,4.6,2.8
"Indianapolis, IN, United States",39.767,-86.15,"1974-12-25",1.7,-6.6,-3.9,-3.2,-14,-10.1,0.3,"rain,snow",,0,80,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with early morning snow or rain.","Indianapolis (IN)","USA",62,"Indianapolis (IN), USA",5.6,2.7,2.9
"Denver, CO, United States",39.74,-104.992,"1974-12-25",4.4,-13.1,-6.8,2.9,-20.5,-11.3,0,"",,3,20,"Clear","Partly cloudy throughout the day.","Denver (CO)","USA",64,"Denver (CO), USA",11.2,6.3,4.9
"Pyongyang, North Korea",39.012,125.787,"1974-12-25",-1.9,-10.9,-6.7,-5.9,-15.2,-9.1,0,"",,,17.2,"Clear","Clear conditions throughout the day.","Pyongyang","North Korea",10,"Pyongyang, North Korea",4.8,4.2,0.6
"Washington, DC, United States",38.89,-77.032,"1974-12-25",14.8,3.8,9.5,14.8,-1.1,8,0.079,"rain",,0,84,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Washington (DC)","USA",67,"Washington (DC), USA",5.3,5.7,0.399999999999999
"Dushanbe, Tajikistan",38.568,68.772,"1974-12-25",7.1,-0.9,3.1,5,-3.6,1,0,"",,0,81.7,"Partially cloudy","Partly cloudy throughout the day.","Dushanbe","Tajikistan",33,"Dushanbe, Tajikistan",4,4,4.44089209850063e-16
"Louisville, KY, United States",38.255,-85.767,"1974-12-25",8.1,-2.8,1.3,5.2,-8.9,-3.7,1.103,"rain",,0,96.4,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","Louisville (KY)","USA",72,"Louisville (KY), USA",6.8,4.1,2.7
"Ashgabat, Turkmenistan",37.951,58.39,"1974-12-25",5.8,-7.9,1.3,2.8,-14.1,-1.9,,"",,,47.8,"Partially cloudy","Partly cloudy throughout the day.","Ashgabat","Turkmenistan",34,"Ashgabat, Turkmenistan",4.5,9.2,4.7
"South Korea South Korea Seoul",37.559,127,"1974-12-25",1.7,-6.6,-3,-2,-9.3,-4.6,0.002,"snow",,,22.1,"Snow, Partially cloudy","Partly cloudy throughout the day with morning snow.","Seoul","South Korea",1,"Seoul, South Korea",4.7,3.6,1.1
"Nashville, TN, United States",36.168,-86.778,"1974-12-25",17.2,-0.6,6,17.2,-5.2,2.3,2.8,"rain",,0,100,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","Nashville (TN)","USA",66,"Nashville (TN), USA",11.2,6.6,4.6
"Oklahoma City, OK, United States",35.472,-97.521,"1974-12-25",2.6,-5.6,-1.6,2.6,-9.2,-3.2,0,"",,,74.4,"Partially cloudy","Partly cloudy throughout the day.","Oklahoma City (OK)","USA",65,"Oklahoma City (OK), USA",4.2,4,0.200000000000001
"Charlotte, NC, United States",35.223,-80.838,"1974-12-25",18.4,6.2,14.4,18.4,3.2,14.1,5.7,"rain",,0,97.1,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","Charlotte (NC)","USA",61,"Charlotte (NC), USA",4,8.2,4.2
"Memphis, TN, United States",35.15,-90.049,"1974-12-25",8.5,1.5,4.4,5,-2.9,0.3,5.2,"rain",,0,98.6,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","Memphis (TN)","USA",70,"Memphis (TN), USA",4.1,2.9,1.2
"Kathmandu, Bagmati, Nepal",27.693,85.322,"1974-12-25",0,0,,0,0,,,"",,,,"","","Kathmandu","Nepal",31,"Kathmandu, Nepal",,,
"Thimphu, Bhutan",27.468,89.662,"1974-12-25",2.1,-18.9,-9.1,2.1,-18.9,-10.7,0,"",,,38.3,"Partially cloudy","Partly cloudy throughout the day.","Thimphu","Bhutan",49,"Thimphu, Bhutan",11.2,9.8,1.4
"Reykjavíkurborg, Ísland",64.146,-21.94,"1975-12-25",6.1,0.1,3.4,0.6,-6.6,-1.8,0,"",,,98,"Overcast","Cloudy skies throughout the day.","Reykjavík","Iceland",47,"Reykjavík, Iceland",2.7,3.3,0.6
"Anchorage, AK, United States",61.218,-149.858,"1975-12-25",-2.7,-7.6,-5.3,-4.3,-12.1,-7.7,0,"",,12.5,89.6,"Partially cloudy","Partly cloudy throughout the day.","Anchorage (AK)","USA",73,"Anchorage (AK), USA",2.6,2.3,0.3
"Helsinki, Etelä-Suomi, Suomi",60.171,24.933,"1975-12-25",1,-3.9,-1.6,-4.3,-10.7,-8.5,,"",,,48.8,"Partially cloudy","Partly cloudy throughout the day.","Helsinki","Finland",24,"Helsinki, Finland",2.6,2.3,0.3
"Oslo, Norge",59.912,10.75,"1975-12-25",-0.7,-7.7,-2.7,-4,-10.8,-6.7,0,"",,,8.7,"Clear","Clear conditions throughout the day.","Oslo","Norway",30,"Oslo, Norway",2,5,3
"Tallinn, Eesti",59.436,24.753,"1975-12-25",0.1,-1.9,-0.7,-4.8,-7.6,-5.8,3.937,"rain,snow",,,83.9,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Tallinn","Estonia",40,"Tallinn, Estonia",0.8,1.2,0.4
"Stockholm, Stockholms län, Sverige",59.333,18.067,"1975-12-25",-2.4,-4.9,-4.4,-8.3,-12.8,-11.3,,"",,0,22.5,"Partially cloudy","Partly cloudy throughout the day.","Stockholm","Sweden",17,"Stockholm, Sweden",2,0.5,1.5
"Rīga, Latvija",56.946,24.115,"1975-12-25",1.1,-1.9,0.5,-3,-7.4,-5,,"",,,69.4,"Partially cloudy","Partly cloudy throughout the day.","Riga","Latvia",32,"Riga, Latvia",0.6,2.4,1.8
"Москва, Центральный федеральный округ, Россия",55.757,37.615,"1975-12-25",-2.9,-9.1,-6.1,-2.9,-10.9,-8.7,,"",,,82,"Partially cloudy","Partly cloudy throughout the day.","Moscow","Russia",3,"Moscow, Russia",3.2,3,0.2
"København, Hovedstaden, Danmark",55.676,12.568,"1975-12-25",2.1,-1.6,1,-3,-6,-4.3,0,"",,,39.5,"Partially cloudy","Partly cloudy throughout the day.","Copenhagen","Denmark",22,"Copenhagen, Denmark",1.1,2.6,1.5
"Vilnius, Vilniaus Apskritis, Lietuva",54.691,25.27,"1975-12-25",0.1,-3.9,-0.8,-4.8,-8.3,-6.1,2,"rain,snow",,,92.3,"Snow, Rain, Overcast","Cloudy skies throughout the day with afternoon rain or snow.","Vilnius","Lithuania",36,"Vilnius, Lithuania",0.9,3.1,2.2
"Мінск, Беларусь",53.904,27.566,"1975-12-25",2,-1.9,0.3,-1,-6.7,-3.3,,"",,,93.6,"Overcast","Cloudy skies throughout the day.","Minsk","Belarus",12,"Minsk, Belarus",1.7,2.2,0.5
"Edmonton, AB, Canada",53.546,-113.49,"1975-12-25",3,-5.9,-1.8,-1.8,-10.1,-5,0,"",,,77.8,"Partially cloudy","Partly cloudy throughout the day.","Edmonton","Canada",53,"Edmonton, Canada",4.8,4.1,0.699999999999999
"Dublin, Ireland",53.348,-6.248,"1975-12-25",10,7.1,8.7,10,2.8,5.5,0.011,"rain",,,94.2,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","Dublin","Ireland",25,"Dublin, Ireland",1.3,1.6,0.299999999999999
"Berlin, Deutschland",52.516,13.377,"1975-12-25",4.1,1.7,2.8,-0.6,-3.2,-2.2,,"",,,87.1,"Partially cloudy","Partly cloudy throughout the day.","Berlin","Germany",7,"Berlin, Germany",1.3,1.1,0.2
"Amsterdam, Noord-Holland, Nederland",52.37,4.908,"1975-12-25",7.9,5,6.1,5.3,0.1,2.4,4.069,"rain",,0,87.9,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Amsterdam","Netherlands",19,"Amsterdam, Netherlands",1.8,1.1,0.700000000000001
"Warszawa, Woj. Mazowieckie, Polska",52.236,21.01,"1975-12-25",2.1,0.1,1.1,-3.7,-6.3,-5,0.5,"rain",,,78.6,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.","Warsaw","Poland",15,"Warsaw, Poland",1,1,0
"London, England, United Kingdom",51.506,-0.127,"1975-12-25",10.5,1.6,7,10.5,-2.5,4.6,1.598,"rain",,0,84.1,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","London","United Kingdom",4,"London, United Kingdom",3.5,5.4,1.9
"Нұр-Сұлтан, Қазақстан",51.128,71.428,"1975-12-25",-1.9,-7.9,-5.2,-9.6,-17.6,-13.6,0,"",,,84.3,"Partially cloudy","Partly cloudy throughout the day.","Astana","Kazakhstan",29,"Astana, Kazakhstan",3.3,2.7,0.6
"Calgary, AB, Canada",51.045,-114.063,"1975-12-25",7.1,-3.9,1.7,5.1,-7.1,-1.5,,"",,,78.3,"Partially cloudy","Partly cloudy throughout the day.","Calgary","Canada",52,"Calgary, Canada",5.4,5.6,0.2
"Brussels, Belgium",50.844,4.356,"1975-12-25",7.7,1.1,3.9,5.5,-4.3,-0.2,0.211,"rain",,0,87.3,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Brussels","Belgium",16,"Brussels, Belgium",3.8,2.8,1
"Київ, Україна",50.451,30.524,"1975-12-25",2.1,0.1,0.9,-2.9,-6.3,-4.8,0,"",,0,75.7,"Partially cloudy","Partly cloudy throughout the day.","Kyiv","Ukraine",9,"Kyiv, Ukraine",1.2,0.8,0.4
"Praha, Hlavní město Praha, Česko",50.079,14.433,"1975-12-25",1.7,-0.9,0.4,-3.2,-9.1,-6.3,0.164,"rain,snow",,,84.1,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with early morning snow or rain.","Prague","Czechia",23,"Prague, Czechia",1.3,1.3,2.22044604925031e-16
"Winnipeg, MB, Canada",49.9,-97.141,"1975-12-25",-7.9,-15.9,-10.9,-13.6,-21.9,-16.1,,"",,,97.5,"Overcast","Cloudy skies throughout the day.","Winnipeg","Canada",55,"Winnipeg, Canada",3,5,2
"Luxembourg, Luxembourg",49.61,6.13,"1975-12-25",1.2,-0.9,0,-3.5,-7.1,-5.1,0,"",,,97.1,"Overcast","Cloudy skies throughout the day.","Luxembourg","Luxembourg",48,"Luxembourg, Luxembourg",1.2,0.9,0.3
"Vancouver, BC, Canada",49.26,-123.113,"1975-12-25",7.2,4.4,6.1,5.8,2,3.2,4,"rain",,,97.1,"Rain, Overcast","Cloudy skies throughout the day with rain.","Vancouver","Canada",56,"Vancouver, Canada",1.1,1.7,0.599999999999999
"Paris, Île-de-France, France",48.857,2.341,"1975-12-25",6.9,-0.8,2.3,4.8,-4.2,-0.8,2.022,"rain",,0,75.4,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Paris","France",5,"Paris, France",4.6,3.1,1.5
"Wien, Österreich",48.203,16.368,"1975-12-25",2.2,0,1.6,-3.2,-7.5,-4.6,0,"",,0,70.8,"Partially cloudy","Partly cloudy throughout the day.","Vienna","Austria",13,"Vienna, Austria",0.6,1.6,1
"Bratislava, Bratislavský kraj, Slovenská Republika",48.149,17.107,"1975-12-25",4,-0.9,1.6,-1.4,-6,-3.3,0,"",,0,77.3,"Partially cloudy","Partly cloudy throughout the day.","Bratislava","Slovakia",39,"Bratislava, Slovakia",2.4,2.5,0.1
"Ulaanbaatar, Mongolia",47.922,106.918,"1975-12-25",-12.3,-21,-17,-12.3,-21,-17,0,"",,,23,"Partially cloudy","Partly cloudy throughout the day.","Ulaanbaatar","Mongolia",20,"Ulaanbaatar, Mongolia",4.7,4,0.699999999999999
"Seattle, WA, United States",47.604,-122.329,"1975-12-25",8.7,5.4,7,8.4,2.3,5.6,6.16,"rain",,0,99.6,"Rain, Overcast","Cloudy skies throughout the day with rain.","Seattle (WA)","USA",63,"Seattle (WA), USA",1.7,1.6,0.0999999999999996
"Budapest, Magyarország",47.5,19.055,"1975-12-25",5.1,-5.9,1.3,1.4,-7.1,-2.4,0,"",,0,60.1,"Partially cloudy","Partly cloudy throughout the day.","Budapest","Hungary",8,"Budapest, Hungary",3.8,7.2,3.4
"Chișinău, Moldova",47.025,28.832,"1975-12-25",1.8,-2.1,-0.1,0.7,-4.7,-2.4,0,"",,0,70.8,"Partially cloudy","Partly cloudy throughout the day.","Chisinau","Moldova",37,"Chisinau, Moldova",1.9,2,0.0999999999999999
"Bern, BE, Schweiz",46.948,7.44,"1975-12-25",1.1,-2.9,-1,0.1,-7.4,-2.3,0,"",,,89.4,"Partially cloudy","Partly cloudy throughout the day.","Bern","Switzerland",46,"Bern, Switzerland",2.1,1.9,0.2
"Ljubljana, Slovenija",46.051,14.503,"1975-12-25",-3.9,-5.9,-5.1,-3.9,-5.9,-5.1,0,"",,,88.4,"Partially cloudy","Partly cloudy throughout the day.","Ljubljana","Slovenia",43,"Ljubljana, Slovenia",1.2,0.800000000000001,0.399999999999999
"Zagreb, Hrvatska",45.807,15.968,"1975-12-25",0.1,-2.9,-1.3,0.1,-5.9,-2.1,,"",,0,94.5,"Overcast","Cloudy skies throughout the day.","Zagreb","Croatia",35,"Zagreb, Croatia",1.4,1.6,0.2
"Montréal, QC, Canada",45.512,-73.555,"1975-12-25",-11.9,-22.9,-16.8,-19.1,-30.2,-24.7,,"",,,91.5,"Overcast","Cloudy skies throughout the day.","Montréal","Canada",51,"Montréal, Canada",4.9,6.1,1.2
"Portland, OR, United States",45.512,-122.676,"1975-12-25",8.8,5.7,7,6.2,2.1,4.3,8.91,"rain",,0,100,"Rain, Overcast","Cloudy skies throughout the day with rain.","Portland (OR)","USA",69,"Portland (OR), USA",1.8,1.3,0.500000000000001
"Ottawa, ON, Canada",45.422,-75.691,"1975-12-25",-12.9,-18.9,-15.6,-19.1,-28.5,-24.5,,"",,,90.4,"Overcast","Cloudy skies throughout the day.","Ottawa","Canada",54,"Ottawa, Canada",2.7,3.3,0.6
"Београд, Централна Србија, Србија",44.813,20.463,"1975-12-25",1.1,-5,-1.7,-1.9,-7.1,-4.4,0,"",,0,77.6,"Partially cloudy","Partly cloudy throughout the day.","Belgrade","Serbia",21,"Belgrade, Serbia",2.8,3.3,0.5
"București, România",44.434,26.103,"1975-12-25",-0.7,-4.9,-2.4,-0.9,-7.5,-3.9,0,"",,0,62.1,"Partially cloudy","Partly cloudy throughout the day.","Bucharest","Romania",14,"Bucharest, Romania",1.7,2.5,0.8
"Sarajevo, Federacija Bosne i Hercegovine, Bosna i Hercegovina",43.859,18.436,"1975-12-25",-1.1,-4.9,-2.9,-2.9,-8.9,-5,,"",,0,86.7,"Partially cloudy","Partly cloudy throughout the day.","Sarajevo","Bosnia and Herzegovina",42,"Sarajevo, Bosnia and Herzegovina",1.8,2,0.200000000000001
"Toronto, ON, Canada",43.649,-79.385,"1975-12-25",24,-7.1,-0.9,24,-13.3,-4.9,0.3,"snow",,15,100,"Snow, Overcast","Cloudy skies throughout the day with afternoon snow.","Toronto","Canada",50,"Toronto, Canada",24.9,6.2,18.7
"Bishkek, Kyrgyzstan",42.884,74.603,"1975-12-25",-0.9,-5,-2.4,-0.9,-10.4,-4.4,0,"",,,96.9,"Overcast","Cloudy skies throughout the day.","Bishkek","Kyrgyzstan",27,"Bishkek, Kyrgyzstan",1.5,2.6,1.1
"София, България",42.697,23.324,"1975-12-25",4.1,-4.9,-1.4,0.1,-10.3,-4.5,0,"",,0,43.9,"Partially cloudy","Partly cloudy throughout the day.","Sofia","Bulgaria",18,"Sofia, Bulgaria",5.5,3.5,2
"Prishtinë, Kosovë",42.672,21.162,"1975-12-25",1.1,-3.5,-1.2,0.1,-3.5,-1.9,0,"",,0,63.3,"Partially cloudy","Partly cloudy throughout the day.","Pristina","Kosovo",44,"Pristina, Kosovo",2.3,2.3,0
"Podgorica, Crna Gora",42.435,19.264,"1975-12-25",9.1,4.1,6.6,8.1,2.3,5.5,0,"",,0,92.9,"Overcast","Cloudy skies throughout the day.","Podgorica","Montenegro",45,"Podgorica, Montenegro",2.5,2.5,0
"Boston, MA, United States",42.359,-71.057,"1975-12-25",-2.8,-14.3,-9.2,-6.5,-22.5,-14.7,0,"",,25,90,"Partially cloudy","Partly cloudy throughout the day.","Boston (MA)","USA",68,"Boston (MA), USA",6.4,5.1,1.3
"Detroit, MI, United States",42.332,-83.048,"1975-12-25",-0.1,-2.4,-1.3,-3.5,-6.7,-4.9,0.032,"rain,snow",,7.5,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with late afternoon rain or snow.","Detroit (MI)","USA",71,"Detroit (MI), USA",1.2,1.1,0.1
"Скопје, Северна Македонија",41.995,21.43,"1975-12-25",4,-3.9,0,4,-4.6,-1.5,0,"",,0,79.4,"Partially cloudy","Partly cloudy throughout the day.","Skopje","Macedonia",38,"Skopje, Macedonia",4,3.9,0.1
"Chicago, IL, United States",41.884,-87.632,"1975-12-25",1.7,-1.8,0,0.9,-6.5,-3.2,0.072,"rain,snow",,2,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with early morning snow or rain.","Chicago (IL)","USA",58,"Chicago (IL), USA",1.7,1.8,0.1
"თბილისი, Georgia",41.709,44.796,"1975-12-25",6.9,-2.2,1.2,5.7,-7.4,-3.2,0,"",,0,13.9,"Clear","Clear conditions throughout the day.","Tbilisi","Georgia",26,"Tbilisi, Georgia",5.7,3.4,2.3
"Toshkent, O'zbekiston",41.326,69.241,"1975-12-25",2,-9.9,-2.3,2,-9.9,-2.3,0,"",,,53.8,"Partially cloudy","Clearing in the afternoon.","Tashkent","Uzbekistan",11,"Tashkent, Uzbekistan",4.3,7.6,3.3
"Tiranë, Shqipëria",41.322,19.825,"1975-12-25",7,0.1,2.4,5.2,-3.1,1.1,0,"",,0,72.6,"Partially cloudy","Partly cloudy throughout the day.","Tirana","Albania",41,"Tirana, Albania",4.6,2.3,2.3
"New York, NY, United States",40.715,-74.007,"1975-12-25",0,-9.2,-4.8,-4.1,-16.1,-10.4,1.537,"rain,snow",,1.5,94.3,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","New York (NY)","USA",57,"New York (NY), USA",4.8,4.4,0.4
"Երևան, Հայաստան",40.179,44.513,"1975-12-25",1.9,-13.9,-4.8,1.9,-22.4,-5.9,,"",,,0,"Clear","Clear conditions throughout the day.","Yerevan","Armenia",28,"Yerevan, Armenia",6.7,9.1,2.4
"Columbus, OH, United States",39.962,-83.003,"1975-12-25",1.2,-3.1,-0.6,-0.8,-7,-3.6,1.2,"rain,snow",,0.3,97.1,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Columbus (OH)","USA",60,"Columbus (OH), USA",1.8,2.5,0.7
"Philadelphia, PA, United States",39.952,-75.162,"1975-12-25",0.6,-9.7,-3.1,-2,-11.2,-7,0.466,"rain,snow",,3,98.9,"Snow, Rain, Overcast","Cloudy skies throughout the day with late afternoon rain or snow.","Philadelphia (PA)","USA",59,"Philadelphia (PA), USA",3.7,6.6,2.9
"Ankara, Türkiye",39.921,32.854,"1975-12-25",-0.1,-6.2,-3.7,-0.6,-9.9,-5.4,0,"",,,82.3,"Partially cloudy","Partly cloudy throughout the day.","Ankara","Turkey",6,"Ankara, Turkey",3.6,2.5,1.1
"中国北京",39.907,116.388,"1975-12-25",1.1,-9.9,-4.3,1.1,-14,-5.8,0,"",,,17.5,"Clear","Clear conditions throughout the day.","Beijing","China",2,"Beijing, China",5.4,5.6,0.2
"Indianapolis, IN, United States",39.767,-86.15,"1975-12-25",0.7,-2.8,-1,-2.1,-6.6,-4.9,9.5,"rain,snow",,2,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Indianapolis (IN)","USA",62,"Indianapolis (IN), USA",1.7,1.8,0.0999999999999999
